idx,title,model,geval_score,geval_reason
8,Rad_2025_Police_Unionism,llama-3.3-70B-Instruct,0.6,"The actual abstract preserves key elements: the problem (over 1,300 killings in 2024), objective (novel scalable index from CBAs/LEOBORs), methodology (analysis across ~100 largest metros), main result (each additional protection associated with 9.9% increase), and a paired case study in Chicago and Dallas. It follows scientific abstract style. However, it introduces ungrounded details (correlates with political ideology; strong correlations for oversight limits; claims about media narratives, legal action, and preserving racial/ideological homogeneity; resisting democratic reform) not in the reference. It omits specific correlates named in the reference (racial segregation, violent crime), the explicit non-causal caveat, and the example of campaign contributions. It is also more verbose than necessary."
8,Rad_2025_Police_Unionism,DeepSeek-R1-Distill-Llama-70B,0.3,"Partially preserves core elements (police unions, novel index of protections in CBAs/legislation, association with fatal violence, Chicago/Dallas case studies), but omits critical specifics from the reference: 2024 statistic, first large-N tool claim, correlates with racial segregation and violent crime, 100 largest metros scope, 9.9% effect size, and the non-causal caveat. Introduces ungrounded elements (historical analysis, retaining racial homogeneity, undermining democratic governance) that risk distortion. Violates style requirements by including a think section and markdown header, not a clean scientific abstract. Conciseness acceptable, but key quantitative details are missing."
8,Rad_2025_Police_Unionism,DeepSeek-R1-Distill-Qwen-32B,0.3,"Partially preserves core elements (problem of police unions’ impact, index-based methodology, correlation with fatal encounters, and paired case studies of Chicago and Dallas). However, it omits critical specifics from the reference: no 2024 incident count, no explicit mention of LEOBORs or CBAs defining the index, no “first large-N” claim, no correlates of protections (racial segregation, violent crime), no scope across the 100 largest metros, no 9.9% effect size, and no non-causality caveat. It also misses the political mechanisms (e.g., campaign contributions). Semantic fidelity is weakened by introducing “minority threat theory,” which is not in the reference. Style is violated by inclusion of reasoning traces (<think>). Conciseness is acceptable otherwise."
8,Rad_2025_Police_Unionism,mistral-small-3.2-24B-Instruct-2506,0.5,"Preserves some core elements (novel index of protections, link to fatal violence with a 9.9% increase, paired case study in Chicago and Dallas) and maintains scientific abstract style. However, it omits key details from the reference, including the 2024 statistic (1,300 incidents; Campaign Zero 2025), the “first large-N/scalable” claim, the sample scope (100 largest U.S. metropolitan areas), and the non-causal caveat. It introduces inaccuracies by listing correlates as race, political ideology, and crime rates instead of racial segregation and violent crime, and by describing coverage as “major police departments” rather than metropolitan areas. It also adds a historical chapter not indicated in the reference, reducing semantic fidelity and conciseness."
8,Rad_2025_Police_Unionism,qwen/qwen3-30b-a3b-2507,0.6,"The abstract preserves core elements (problem focus on police unions and violence, methods including a scalable index from CBAs/LEOBORs, large-N across 100 metros, and paired case studies of Chicago and Dallas) and reports the key finding that each protection category is associated with a 9.9% increase in fatal police violence. However, it omits critical details from the reference, including the 2024 statistic (>1,300 incidents) and the explicit non-causality caveat. It misaligns on correlates by emphasizing political ideology (and calling its effects null) while failing to note violent crime as a significant factor. It also introduces unsupported elements (e.g., “Blue Lives Matter,” alignment with authoritarian figures, “Police Defense Leagues,” and threats to democratic governance) that extend beyond the source, affecting semantic fidelity. While written in an appropriate abstract style, it is overly verbose."
8,Rad_2025_Police_Unionism,meta-llama-3.1-8B-Instruct,0.2,"The output diverges from the expected abstract’s core elements. While it correctly notes a paired case study of Chicago and Dallas and discusses union mechanisms, it omits critical components: the novel scalable index of police protectionism (CBAs/LEOBORs), the large-N design across the 100 largest metros, key quantitative findings (9.9% increase per protection category), correlates (racial segregation and violent crime), the 2024 1,300 incidents context, and the non-causal caveat. It introduces unsupported specifics (e.g., FOP leadership entirely white since inception, sworn affidavit provisions, media framing) not in the reference, reducing semantic fidelity. The style is prose but is excessively long and highly repetitive, violating conciseness and abstract conventions."
8,Rad_2025_Police_Unionism,llama-3.2-1B-Instruct,0.0,"Fails to produce a scientific abstract and instead lists meta-guidelines with bullet points. It omits all core elements of the reference (problem of police violence in 2024 with 1,300 incidents, novel index of police protectionism from CBAs/LEOBORs, ~10% association across the 100 largest metros, and Chicago/Dallas case study). This breaks semantic fidelity, misses critical information, violates the required single-paragraph abstract style, and is verbose/instructional rather than concise."
8,Rad_2025_Police_Unionism,llama-3.2-3B-Instruct,0.3,"Partially preserves core elements by mentioning a novel index of police protections grounded in CBAs/LEOBORs and a paired case study of Chicago and Dallas, but it omits critical elements from the reference: the 2024 baseline (1,300 incidents), the large-N scope (100 largest metros), the key quantitative result (9.9% increase in killings per protection category), and the non-causal caveat. It distorts findings by substituting violent crime with “spatial segregation” and adding claims about ideology’s insignificance, and introduces unsupported content (e.g., “Police Defense Leagues,” “agents of racialized state violence,” “feedback loops”). While written in an abstract-like style, it is verbose and includes normative language. Overall, significant omissions and hallucinations reduce semantic fidelity and completeness."
8,Rad_2025_Police_Unionism,DeepSeek-R1-Distill-Llama-8B,0.3,"Preserves some core elements (focus on police unions, CBAs/LEOBORs, a novel protectionism index, analysis across ~100 locales, and a Chicago/Dallas case study). However, it omits critical details: the 2024 statistic (>1,300 incidents, Campaign Zero), key correlates of protections (racial segregation and violent crime), the precise 10% (9.9%) increase estimate, and the non-causal caveat. It introduces unsupported specifics (e.g., access to evidence, financial shielding, gatekeeping processes, membership composition, threats to democratic governance) and overextends claims about reinforcing racial hierarchies. There’s a minor mismatch (“100 U.S. cities” vs. “100 largest metropolitan areas”). Style is violated by markdown/meta headers (“Final Abstract”, “End of Abstract”) and extraneous tags. The result is verbose with ideological additions, reducing semantic fidelity and conciseness."
8,Rad_2025_Police_Unionism,DeepSeek-R1-Distill-Qwen-1.5B,0.0,"The generated text is meta-guidance about structuring abstracts, not an abstract of the reference. It omits the core elements of the reference’s study—problem (U.S. police violence and unions), objectives (novel police protectionism index), methodology (large-N index, correlates analysis, models across 100 metros, paired case study of Chicago and Dallas), and results (10% increase in killings per protection category; links to racial segregation and violent crime). It introduces no faithful representation of findings, uses think tags and lists instead of a single-paragraph scientific abstract, and is verbose and repetitive, failing conciseness and style requirements."
8,Rad_2025_Police_Unionism,DeepSeek-R1-Distill-Qwen-7B,0.0,"Fails to preserve core elements of the reference abstract: no mention of the novel scalable index based on CBAs/LEOBORs, the large-N design, correlates (racial segregation, violent crime), results across the 100 largest metros (9.9% increase), or the paired case study (Chicago and Dallas). Introduces distortions (e.g., unions “enforcing compliance,” “maintaining public opinion,” “officer ranks”) not in the reference. Missing key quantitative details (e.g., 1,300 incidents in 2024). Violates abstract style with chain-of-thought, bullet points, and meta-commentary, and is verbose rather than concise."
8,Rad_2025_Police_Unionism,DeepSeek-R1-Distill-Qwen-14B,0.2,"Partially preserves core elements by mentioning an index of police protectionism, associations with fatal police violence, and paired case studies in Chicago and Dallas. However, it omits critical specifics from the reference: the 2024 statistic (1,300 incidents), the index’s scope (CBAs and LEOBORs), its novelty as the first scalable large-N tool, correlates of protections (racial segregation, violent crime), the 100 largest metros sample, the 10% (9.9%) effect size, and the non-causality caveat. It also misses campaign contributions as a key mechanism and introduces unreferenced elements (media narratives, resource gatekeeping, ideological homogeneity). The output includes a chain-of-thought section and multiple abstracts, violating the single, concise scientific abstract style."
8,Rad_2025_Police_Unionism,Phi-4-mini-instruct,0.4,"Preserves some core elements: it identifies a novel index from CBAs/LEOBORs, analyzes 100 metropolitan areas, and reports the 9.9% association with police killings. However, it omits key details from the reference, including the 2024 context with 1,300 incidents and the framing of racial authoritarianism, the findings that racial segregation and violent crime correlate with higher protections, the explicit non-causal caveat, and the paired case study of Chicago and Dallas with campaign contributions. It introduces unreferenced specifics (e.g., investigative delays, officer access, civilian review boards, media narratives) and a 2013–2019 timeframe, which are not in the expected abstract, reducing semantic fidelity. While generally in abstract style, it is somewhat verbose and repetitive."
8,Rad_2025_Police_Unionism,qwen/qwen3-4b-2507,0.5,"Preserves several core elements (novel index of police protectionism across 100 metros, mixed-methods with Chicago/Dallas, and the 9.9% association with fatal police violence), and maintains scientific abstract style. However, it omits critical details from the reference, notably the 2024 incidents statistic, the identified correlates of higher protection levels (racial segregation and violent crime), and the explicit non-causality caveat. It introduces unsupported claims not present in the reference (e.g., specific “most consequential” provisions, media narrative manipulation, far-right alignment, and the “Police Defense Leagues” framing), reducing semantic fidelity. The abstract is also more verbose than necessary."
8,Rad_2025_Police_Unionism,gpt-oss-120b,0.4,"Strengths: Preserves core elements—problem of ~1,300 police killings, focus on police unions, development of an index, large-N analysis across 100 metros, 9.9% association, and paired case studies in Chicago and Dallas. Weaknesses: Introduces unsupported specifics not in the reference (e.g., 26 safeguards/21 LEOBORs, “Nix the 6,” β=0.33–0.42 with p<0.01, 23 interviews, detailed finance amounts, evergreen clauses, “white protectionist” label), and implies stronger causal confirmation rather than noting models are not causal. Omits that violent crime correlates with higher protections noted in the reference. While styled as a scientific abstract, it is overly verbose and less concise than expected."
8,Rad_2025_Police_Unionism,gpt-oss-20b,0.3,"Partial alignment: it preserves key elements like the focus on police unions, creation of an index from CBAs/LEOBORs across the 100 largest metros, the paired Chicago/Dallas case study, and the ~10% increase association. However, it misrepresents causality by adding quasi-experimental designs and claiming causal effects, whereas the reference states models are not causal. It omits critical findings that racial segregation and violent crime correlate with higher protections, and it lacks the 2024 highest-count context and Campaign Zero citation. It introduces unreferenced mechanisms, theoretical frameworks, and extensive policy recommendations, inflating length and reducing conciseness. While styled as an abstract, it is overly verbose and includes content not in the reference."
9,Zong_2025_Sustainable_removal_of,gemma-3-4b-it,0.4,"Captures the general problem (tetracycline in wastewater/AMR), scope (AOPs), methods (experimental work with LCA and TEA), and lists the five AOPs with high-level findings on electricity source and catalyst impacts. However, it omits critical specifics: the novel TiO2 fractured nanoshell sono-reactor and parametric study, the quantified performance (100% removal from 5 mg/L in 5 minutes), the UK-grid vs 2050 green-electricity scenario shift, the improved continuous-flow metal-foam system, and key quantitative LCA/TEA results (electricity up to 83%, catalyst up to 98%, 1.2 vs 0.478 kg-CO2/L). It also blurs ‘performance’ with environmental impact and includes meta-intro text, violating strict abstract style. Concise but missing major details, reducing fidelity and completeness."
9,Zong_2025_Sustainable_removal_of,gemma-3-12b-it,0.5,"Preserves core elements (problem of tetracycline in wastewater; novel sono-reactor with TiO2 nanoshells; inclusion of LCA/TEA; benchmarking across AOPs; overarching contribution). However, semantic fidelity falters: it states catalyst synthesis as the dominant hotspot without the expected UK-grid vs 2050 scenario context, adds unreferenced details (1.083 MHz, 29% CO2 reduction, electrochemical highest due to platinum, slower reaction rates), and modifies key results (near-complete in 6 minutes vs 100% from 5 mg/L in 5 minutes). It omits critical quantitative findings (electricity up to 83%, catalyst up to 98%, 1.2 vs 0.478 kg-CO2/L) and the detailed parametric investigation list. Style is appropriate but somewhat verbose."
9,Zong_2025_Sustainable_removal_of,gemma-3-27b-it,0.3,"Partially preserves core elements (problem, objectives, high-level methodology) and mentions TiO2 fractured nanoshells and integrated LCA/TEA, aligning with the expected scope. However, it omits critical specifics: no quantitative result (100% degradation of 5 mg/L in 5 minutes), no detailed parametric factors (time, acoustic pressure, pH, catalyst loading, hybrid conditions), no key LCA findings (UK grid electricity dominance, 2050 shift to catalyst synthesis), no proposed metal-foam continuous-flow improvement, and no comparative TEA/LCA details (five AOPs, dominance of electricity up to 83% and catalyst up to 98%, CO2 figures 1.2 vs 0.478 kg-CO2/L). It adds meta-commentary about chapter structure and is verbose with background, reducing conciseness and abstract style fidelity. Semantic fidelity is generally maintained without clear distortions, but major omissions weaken alignment."
9,Zong_2025_Sustainable_removal_of,llama-3.3-70B-Instruct,0.6,"The actual abstract preserves core elements: it states the problem (antibiotic micropollutants like tetracycline and WWTP limitations), objectives and methodology (novel TiO2 fractured nanoshells sono-reactor; integrated LCA/TEA; comparative benchmarking), results at a high level (rapid degradation; Fenton more favorable under current grid; impacts driven by electricity and catalyst), and contribution (framework for sustainability-informed AOP assessment). Semantic fidelity is good with no clear distortions. However, it omits critical specifics from the reference: the key quantitative performance result (100% degradation of 5 mg/L in 5 minutes), detailed parametric factors examined, the UK vs 2050 green electricity shift, the improved continuous-flow metal foam system and its CO2 reduction, the list of five AOPs compared, and quantitative LCA/TEA metrics (electricity up to 83%, catalyst up to 98%, and 1.2 vs 0.478 kg-CO2/L). Style is appropriate and mostly concise, though the opening is somewhat verbose. These omissions warrant a moderate score."
9,Zong_2025_Sustainable_removal_of,DeepSeek-R1-Distill-Llama-70B,0.5,"The abstract captures core elements—problem context, integration of experimental work with LCA/TEA, use of TiO2 fractured nanoshells, comparison of five AOPs (sono-, photo-, sonophoto-, Fenton-, electrochemical), and the metal-foam continuous-flow improvement—and follows scientific abstract style concisely. However, it omits critical quantitative details from the reference (100% tetracycline removal of 5 mg/L in 5 min; dominance shares up to 83% electricity and 98% catalyst; emissions comparison 1.2 vs 0.478 kg-CO2/L) and the detailed parametric investigation (acoustic pressure, pH, catalyst loading, hybrid conditions). It also introduces unsupported elements (blank cavitation/H2O2-assisted scenarios, environmental damage monetization, catalyst reusability) and misrepresents energy use by claiming “reduced energy consumption,” conflicting with the reported high electricity burden under current UK grid conditions. While it notes the shift to catalyst impacts under low-carbon electricity, it lacks explicit mention of the current UK vs 2050 scenarios. These fidelity issues and omissions reduce alignment."
9,Zong_2025_Sustainable_removal_of,DeepSeek-R1-Distill-Qwen-32B,0.3,"Partially preserves core elements (problem context and general objective of assessing sonochemical AOPs; notes Fenton as most sustainable under current grids and sonochemical methods in low‑carbon scenarios). However, it omits critical specifics: no mention of the novel sono‑reactor with TiO2 fractured nanoshells, the detailed parametric study (reaction time, acoustic pressure, pH, catalyst loading, hybrid conditions), the quantitative performance (100% degradation from 5 mg/L in 5 minutes), the UK vs 2050 grid scenario shift, the continuous‑flow metal foam system, the inclusion of TEA, the five AOPs compared, and key LCA contributors with percentages and emission figures. It introduces “policy contexts,” which is not in the reference, and the submission includes explicit reasoning traces (<think>…), violating the required abstract style. While concise, it is overly general and misses major results and contributions."
9,Zong_2025_Sustainable_removal_of,mistral-small-3.2-24B-Instruct-2506,0.6,"Strengths: preserves core elements (problem of antibiotic micropollutants, three-phase study with novel pulsed sonoreactor and TiO2 fractured nanoshells, LCA-based cross-technology benchmarking including sono/photo/sonophoto/Fenton/electrochemical) and maintains scientific abstract style. Shortcomings: omits key quantitative results (100% degradation of 5 mg/L in 5 minutes), scenario-specific LCA insights (current UK grid vs projected 2050), and the proposed design improvement (continuous-flow system with metal foam). It also lacks explicit TEA mention and critical figures (electricity up to 83%, catalyst synthesis up to 98%, emissions 1.2 vs 0.478 kg-CO2/L). Adds extended future work and extra claims (catalyst reusability), reducing conciseness and risking fidelity."
9,Zong_2025_Sustainable_removal_of,qwen/qwen3-30b-a3b-2507,0.4,"Preserves core structure (problem on tetracycline AOPs, multi-stage methods, LCA/TEA benchmarking, identification of Fenton as lower-emission option, continuous-flow metal-foam proposal) and maintains abstract style. However, it distorts key results and conditions: reports 90% in 6 minutes instead of the reference’s 100% in 5 minutes, and claims catalyst synthesis dominates impacts under current grids whereas the reference attributes current impacts mainly to electricity (with synthesis dominating under 2050 green scenarios). It omits the detailed parametric investigation (time, acoustic pressure, pH, catalyst loading, hybrid conditions). It introduces unsupported specifics (e.g., 29% CO2 reduction, monetized impacts up to 55%, >70% reduction via catalyst reusability, anode >80% impacts, ReCiPe 2016) not present in the reference. Length is acceptable but somewhat verbose."
9,Zong_2025_Sustainable_removal_of,meta-llama-3.1-8B-Instruct,0.7,"The Actual Output preserves the core elements and three-phase structure (novel sono-reactor with TFNs/TiO2 fractured nanoshells, detailed parametric study; LCA per ISO with a metal-foam continuous-flow alternative; comparative LCA/TEA of five AOPs using ReCiPe 2016 and a unified 1 L/90% functional unit) and reports key results consistent with the reference (higher emissions for sono vs lower for Fenton, 1.2 vs 0.478 kg-CO2/L). Semantic fidelity is strong with no clear distortions. However, it omits critical specifics from the reference: the motivating problem of persistent antibiotic micropollutants and AMR, the exact performance figure (100% at 5 mg/L in 5 minutes), the UK grid vs 2050 green electricity shift, and the dominance percentages for electricity and catalyst synthesis (up to 83%/98%). It is also verbose relative to a compact abstract. Style is appropriate (no bullets/markdown)."
9,Zong_2025_Sustainable_removal_of,llama-3.2-1B-Instruct,0.1,"Partially captures the experimental component (tetracycline removal using TiO2 fractured nanoshells in a bespoke sonoreactor with parametric study), but omits critical phases from the reference: no life cycle assessment or techno-economic assessment, no comparison across five AOPs, no UK grid vs 2050 green grid findings, no metal foam continuous-flow proposal, and no quantitative LCA/TEA results. Semantic deviations include reporting 90% in six minutes or complete removal in six minutes instead of 100% removal of 5 mg/L in five minutes, and asserting improved energy efficiency not stated in the reference. The output violates abstract style by presenting 100+ labeled iterations with markdown and meta-commentary, and is highly verbose and repetitive."
9,Zong_2025_Sustainable_removal_of,llama-3.2-3B-Instruct,0.2,"Preserves some core elements (AOP focus for tetracycline, a sono-based system, LCA/TEA indicating electricity-driven impacts and lower-footprint Fenton), but distorts key results (90% in six minutes vs 100% from 5 mg/L in five minutes) and omits critical specifics (TiO2 fractured nanoshells, detailed parametric study, current UK grid vs 2050 scenario, continuous-flow metal foam improvement, full comparison of five AOPs, and quantitative contributions 83%/98% and emissions 1.2 vs 0.478 kg-CO2/L). Introduces unsupported claims (catalyst reusability cycles, platinum electrode alternatives). Includes meta-intro and bullet points, violating scientific abstract style and conciseness."
9,Zong_2025_Sustainable_removal_of,DeepSeek-R1-Distill-Llama-8B,0.3,"Preserves core elements at a high level (problem of tetracycline pollution, objectives around developing/assessing sono-AOPs, methods using experimental optimization plus LCA/TEA, and cross-technology comparisons) and notes Fenton’s lower emissions under carbon-intensive grids. However, it omits critical specifics from the reference: TiO2 fractured nanoshell sonoreactor design, detailed parametric study, the 100% degradation of 5 mg/L tetracycline in 5 minutes, the UK vs 2050 grid shift to catalyst synthesis, the improved continuous-flow metal foam system, the explicit set of five AOPs compared, and quantified contributions (electricity up to 83%, catalyst synthesis up to 98%) and CO2 figures (1.2 vs 0.478 kg-CO2/L). It introduces unsupported details (platinum-based electrochemistry, social dimension) and includes a reasoning trace (<think>), violating abstract style. Conciseness is acceptable but key data are missing."
9,Zong_2025_Sustainable_removal_of,DeepSeek-R1-Distill-Qwen-1.5B,0.0,"The output fails to preserve the core elements of the reference abstract: it does not mention wastewater treatment, tetracycline, AOPs, the sono-reactor with TiO2 nanoshells, parametric results (100% degradation of 5 mg/L in 5 minutes), LCA/TEA comparisons (UK grid vs 2050, metal foam alternative), or emissions figures (e.g., 1.2 vs 0.478 kg-CO2/L). Semantic fidelity is absent, replaced by off-topic and hallucinated content about lithium/hydrogen, rocket fuels, and nonsensical values (e.g., 25.25E-1700 kg/Liter) with fabricated citations. Critical information is broadly missing. The style is not a scientific abstract, using bullets, markdown, and think tags, and it is highly verbose and repetitive."
9,Zong_2025_Sustainable_removal_of,DeepSeek-R1-Distill-Qwen-7B,0.0,"The generated text does not preserve the core elements of the expected abstract on AOPs for tetracycline removal; it shifts to agricultural water quality impacts. It omits critical methods and results such as the novel sono-reactor with TiO2 fractured nanoshells, 100% degradation in 5 minutes, and the LCA/TEA findings on electricity/catalyst burdens and CO2 figures. It introduces unrelated and potentially inconsistent details (e.g., crop density effects, pH/turbidity changes). The style deviates from a single scientific abstract by including chain-of-thought, markdown headings, and separate sections, and it is verbose and redundant."
9,Zong_2025_Sustainable_removal_of,DeepSeek-R1-Distill-Qwen-14B,0.3,"Preserves several core elements (AOP focus on tetracycline, novel TiO2 fractured nanoshells, LCA/TEA, benchmarking five AOPs with Fenton lower CO2), but semantic fidelity is weakened by incorrect results (states 90% in 6 min vs reference 100% from 5 mg/L in 5 min) and added claims not in the reference (hybrid systems face economic penalties, sensitivity analyses). Critical details are omitted: the detailed parametric study (acoustic pressure, pH, catalyst loading, hybrid conditions), the UK vs 2050 green grid shift, the improved continuous-flow metal-foam system, and key quantitative findings (electricity up to 83%, catalyst synthesis up to 98%, 1.2 vs 0.478 kg-CO2/L). It also violates abstract style by including reasoning traces (<think> block). While the main paragraph is concise and in abstract form, the meta-content breaks style requirements."
9,Zong_2025_Sustainable_removal_of,Phi-4-mini-instruct,0.0,"Fails semantic fidelity and preservation of core elements: the Expected Output focuses on AOPs for tetracycline removal in wastewater (sono-reactor with TiO2 fractured nanoshells achieving 100% degradation of 5 mg/L in 5 min), LCA/TEA comparisons (sono-, photo-, sonophoto-, Fenton-, electrochemical), UK grid vs 2050 scenarios, metal foam continuous-flow, and specific emission results (e.g., 1.2 vs 0.478 kg-CO2/L). The Actual Output instead describes IoT-enabled smart irrigation, sensors, and UAVs—introducing unrelated content and omitting all critical details from the reference. It also lacks the cited quantitative findings and environmental trade-offs central to the thesis. While in prose form, it is extremely verbose and repetitive, violating conciseness."
9,Zong_2025_Sustainable_removal_of,qwen/qwen3-4b-2507,0.4,"Captures several core elements—problem of tetracycline removal, experimental innovation with TiO2 fractured nanoshells, integrated LCA/TEA across five AOPs, and findings on electricity/catalyst dominance and Fenton’s lower impacts—maintaining abstract style. However, it alters key results (90% in 6 min vs 100% of 5 mg/L in 5 min), omits critical details like the improved continuous-flow metal foam system and the UK-to-2050 grid scenario, and skips the stated parametric factors. It introduces unsupported specifics (e.g., ReCiPe indicators, ethanol/titanium precursor burdens, platinum anode >80% impacts, $0.29/L cost, 55% indirect costs, 6-fold GWP, >70% CO2 reduction via reusability), undermining semantic fidelity and conciseness."
9,Zong_2025_Sustainable_removal_of,gpt-oss-120b,0.7,"The actual abstract preserves the core elements of the reference: it states the problem (antibiotic micropollutants), objectives (develop/optimize/benchmark AOPs), methodology (novel TiO2 fractured nanoshells in a sono-reactor with parametric optimization), and multi-phase results including LCA/TEA across five AOPs and a continuous-flow metal foam improvement. It reflects key findings (electricity dominating impacts under current grids, shift toward catalyst synthesis under greener scenarios, comparative GWP ~1.2 vs ~0.48 kg CO2/L, electrochemical burdens). The style is appropriate for a scientific abstract. However, it diverges on a critical experimental result (>90% in 6 min vs the reference’s 100% from 5 mg/L in 5 min), omits the UK-specific grid framing and dominance percentages (up to 83% electricity, 98% catalyst), and adds extraneous details (e.g., ciprofloxacin, ISO/ReCiPe specifics, regional thresholds) that increase verbosity and reduce conciseness."
9,Zong_2025_Sustainable_removal_of,gpt-oss-20b,,skipped: empty inference
10,Van_Zijl_2025_Modelling_the_mechanisms,gemma-3-4b-it,0.3,"The abstract captures the topic and general objectives (dCA/dCVR mechanisms; disentangling myogenic and metabolic contributions; use of TCD and BOLD‑fMRI), but omits critical methodological specifics (impulse response–based parameter optimization; explicit gain/time‑constant parameterization) and, crucially, the key results (hypercapnia‑related impairments and slowed metabolic response with p<0.001; dCVR two‑time‑constant finding and its condition dependence; sex‑specific effects; postpartum vs control null finding; regional heterogeneity). It also introduces elements not supported by the reference (a “novel” dCVR model integrating arterial compliance; therapeutic targets), reducing semantic fidelity. Style is appropriate and reasonably concise, but major omissions of results and contributions violate steps 1–3."
10,Van_Zijl_2025_Modelling_the_mechanisms,gemma-3-12b-it,0.6,"The abstract preserves core elements (problem, objectives, methods, results, and contributions), covering dCA/dCVR, modeling with TCD and fMRI, hypercapnia effects, and reproducing the dCVR impulse response. Semantic fidelity is partial: it aligns on impaired responses and slowed metabolic dynamics, but introduces unsubstantiated details (basis expansion analysis; delayed myogenic time constants/vasoconstriction) not in the reference. Critical omissions include specific experimental conditions (normocapnia and thigh cuff as intact dCA), parameterization details and statistical significance (p-values), the finding that one dCVR time constant decreased in hypercapnia, potential sex-specific effects, and the postpartum vs control comparison showing no group differences. Style is appropriate but somewhat verbose relative to the expected abstract’s conciseness."
10,Van_Zijl_2025_Modelling_the_mechanisms,gemma-3-27b-it,0.6,"The abstract preserves core elements: it states the problem (dCA/dCVR mechanisms and clinical relevance), objectives (disentangling myogenic/metabolic in dCA; physiologically informed dCVR model), methods (simplified models with gain/time constants; TCD and BOLD-fMRI; normocapnia/hypercapnia; transfer function/IRs), and key results (smaller myogenic and slower metabolic responses in hypercapnia for dCA; spatial heterogeneity and no postpartum differences for dCVR). Semantic fidelity is generally good with no clear distortions. However, it omits several critical details from the reference: the dCVR model’s use of two time constants and its improvement in reproducing the CO2-flow IR shape; statistical significance levels (p-values); the effect of physiological condition on a specific dCVR time constant; potential sex-specific effects; and the thigh cuff condition representing intact dCA. It also under-specifies that both myogenic and metabolic responses were impaired in hypercapnia. Style is appropriate and the text is concise. Given these omissions, alignment is moderate rather than strong."
10,Van_Zijl_2025_Modelling_the_mechanisms,llama-3.3-70B-Instruct,0.7,"The abstract preserves core elements: it states the problem (CBF control via dCA/dCVR), objectives (combine physiological modeling with time series analyses), methodology (models with gain/time constants; TCD and BOLD-fMRI), and key results (metabolic slowing of dCA in hypercapnia, faster dCVR response in hypercapnia, spatial heterogeneity, no postpartum group differences). Semantic fidelity is largely maintained. However, it omits critical specifics from the reference: optimization with experimentally-derived impulse responses and the IR-shape improvement, that both myogenic and metabolic dCA responses were impaired (not just metabolic slowing), statistical significance details (p-values), the role of normocapnia/thigh cuff as intact dCA conditions, and potential sex-specific dCVR effects. It also adds speculative clinical implications not in the reference. Style is appropriate and reasonably concise."
10,Van_Zijl_2025_Modelling_the_mechanisms,DeepSeek-R1-Distill-Llama-70B,0.3,"Includes core elements (problem/gap, objectives, modeling methodology, key results on hypercapnia impairments, sex effects, spatial heterogeneity) with reasonable semantic alignment. However, it omits critical reference details: IR-based parameter optimization with gains/time constants, specific p-values, thigh cuff/normocapnia context for intact dCA, the improvement over single–time-constant dCVR models, and the postpartum vs control BOLD null findings. It adds unsupported elements (importance of experimental protocol, clinical translation/targeted therapies, future work). Critically, a visible reasoning trace (<think> block) violates the required abstract style. Conciseness is undermined by the meta block and extraneous future-work sentence."
10,Van_Zijl_2025_Modelling_the_mechanisms,DeepSeek-R1-Distill-Qwen-32B,0.3,"Partially preserves core elements by noting modeling/time-series analysis, a dCA model separating myogenic/metabolic responses with hypercapnia impairment, faster dCVR dynamics in hypercapnia, and spatial heterogeneity via BOLD-fMRI. However, it omits critical methodological and result details from the reference: TCD/ABP context, parameterization by gains/time constants and IR optimization, p-values, improvement over one–time-constant models, potential sex-specific effects, and the null postpartum vs control finding. It also includes a visible reasoning/think section and meta-commentary, violating the abstract style requirement. While concise in the abstract portion and generally faithful semantically, the omissions and style violation substantially reduce alignment."
10,Van_Zijl_2025_Modelling_the_mechanisms,mistral-small-3.2-24B-Instruct-2506,0.3,"Partially preserves core elements by stating the objective (investigating dCA/dCVR) and methodology (physiological models + time series, IRs, TCD, BOLD-fMRI). However, it omits the problem context (importance of CBF, disease relevance) and key results: impairment of myogenic/metabolic responses and slowed metabolic response under hypercapnia with p-values, specific dCVR time-constant changes and direction, potential sex effects, null postpartum group differences, and brain-region heterogeneity. Semantic fidelity is mostly maintained but remains vague (“significant differences” without specifics). Style deviates from a scientific abstract with chapter-by-chapter meta-structure, and the text is not concise, including organizational details rather than focused findings."
10,Van_Zijl_2025_Modelling_the_mechanisms,qwen/qwen3-30b-a3b-2507,0.7,"Strong preservation of core elements: problem and objectives (unified framework for dCA/dCVR via physiological modeling and time-series analysis), methodology (simple mechanistic models fit to IRs from TCD and BOLD-fMRI across normocapnia, hypercapnia, thigh-cuff), and key results (myogenic and metabolic impairments in dCA with metabolic slowing; dCVR two time constants with one reduced under hypercapnia; potential sex effects; regional heterogeneity; no postpartum-control differences). Contributions align with linking data-driven dCVR to physiology. However, it introduces multiple details not present in the reference (e.g., Poiseuille’s law, logarithmic CO2, specific percentage changes and parameter symbols, spherical Laguerre vs TFA performance, SNR/bootstrapping caveats, PetCO2 upsampling artifacts, specific brain regions, sympathetic activation, added clinical conditions), which risks hallucination relative to the reference. It is also verbose, reducing conciseness, though it maintains proper abstract style."
